Dates,Season,MatchNo,Venue,Innings,3Batsman,3R,3B,3M,3NotOut,FoWR1,FoWO1,FoWM1,4Batsman,4R,4B,4M,4NotOut,FoWR2,FoWO2,FoWM2,Total
"28,29,30 October 2016 ",2016/17,2227,"Shere Bangla National Stadium, Mirpur, Dhaka",2,JE Root,56,122.0,155,0,10,1.5,5,GS Ballance,9,18.0,19,0.0,24.0,4.1,160,244
"28,29,30 October 2016 ",2016/17,2227,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Mominul Haque,1,2.0,2,0,65,12.5,47,Mahmudullah,47,57.0,82,0.0,66.0,13.1,183,296
"28,29,30 October 2016 ",2016/17,2227,"Shere Bangla National Stadium, Mirpur, Dhaka",4,JE Root,1,2.0,4,0,100,23.1,82,GS Ballance,5,14.0,26,0.0,105.0,24.1,129,164
"29,30,31 October 1,2 November 2016 ",2016/17,2228,Harare Sports Club,1,MDKJ Perera †,110,121.0,192,0,123,37.3,156,BKG Mendis,34,50.0,65,0.0,198.0,61.3,253,537
"29,30,31 October 1,2 November 2016 ",2016/17,2228,Harare Sports Club,2,H Masakadza,33,63.0,89,0,21,5.4,24,CR Ervine,12,36.0,57,0.0,92.0,27.5,108,373
"29,30,31 October 1,2 November 2016 ",2016/17,2228,Harare Sports Club,3,MDKJ Perera †,17,35.0,55,0,17,9.3,37,BKG Mendis,19,29.0,37,0.0,72.0,22.2,237,247
"29,30,31 October 1,2 November 2016 ",2016/17,2228,Harare Sports Club,4,H Masakadza,20,48.0,74,0,31,16.4,67,CR Ervine,0,8.0,10,0.0,68.0,29.1,125,186
"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,1,Asad Shafiq,0,2.0,2,0,1,0.2,1,Younis Khan,51,100.0,154,0.0,1.0,0.4,268,281
"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,2,DM Bravo,11,29.0,37,0,6,3.2,16,MN Samuels,0,10.0,12,0.0,32.0,11.3,495,337
"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,3,Asad Shafiq,0,8.0,12,0,37,14.1,70,Younis Khan,0,5.0,8,0.0,41.0,16.6,348,208
"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,4,DM Bravo,3,9.0,11,0,29,7.3,39,MN Samuels,10,25.0,32,0.0,35.0,9.5,201,154
"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",1,HM Amla,0,5.0,11,0,0,0.4,2,JP Duminy,11,23.0,43,0.0,5.0,3.1,38,242
"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",2,UT Khawaja,4,17.0,21,0,158,35.2,154,SPD Smith (c),0,4.0,4,0.0,167.0,40.4,206,244
"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",3,HM Amla,1,7.0,11,0,35,16.4,73,JP Duminy,141,225.0,332,0.0,45.0,20.1,474,540
"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",4,UT Khawaja,97,182.0,253,0,52,12.2,52,SPD Smith (c),34,91.0,118,0.0,52.0,12.6,305,361
"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,1,MDKJ Perera †,4,5.0,8,0,62,14.4,70,BKG Mendis,26,39.0,51,0.0,66.0,16.3,113,504
"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,2,H Masakadza,0,2.0,1,0,17,5.2,24,CR Ervine,64,112.0,152,0.0,17.0,5.4,232,272
"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,3,BKG Mendis,0,10.0,17,0,14,7.3,29,WU Tharanga,17,14.0,30,0.0,16.0,11.4,307,258
"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,4,H Masakadza,10,13.0,13,0,16,7.2,28,CR Ervine,72,121.0,178,0.0,32.0,9.6,59,233
"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",1,JE Root,124,180.0,239,0,47,15.1,63,BM Duckett,13,17.0,21,0.0,76.0,26.3,302,537
"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",2,CA Pujara,124,206.0,297,0,68,24.1,108,V Kohli (c),40,95.0,135,0.0,277.0,91.1,487,488
"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",3,JE Root,4,5.0,10,0,180,58.4,233,BA Stokes,29,29.0,54,1.0,192.0,60.5,299,260
"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",4,CA Pujara,18,36.0,57,0,0,1.6,11,V Kohli (c),49,98.0,129,1.0,47.0,16.4,89,172
"12,13,14,15 November 2016 ",2016/17,2233,"Bellerive Oval, Hobart",1,UT Khawaja,4,25.0,32,0,2,0.6,5,SPD Smith (c),48,80.0,137,1.0,2.0,1.6,37,85
"12,13,14,15 November 2016 ",2016/17,2233,"Bellerive Oval, Hobart",2,HM Amla,47,67.0,110,0,43,18.1,73,JP Duminy,1,4.0,9,0.0,44.0,18.5,183,326
"12,13,14,15 November 2016 ",2016/17,2233,"Bellerive Oval, Hobart",3,UT Khawaja,64,121.0,168,0,0,0.4,2,SPD Smith (c),31,82.0,151,0.0,79.0,22.6,170,161
"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",1,Babar Azam,7,21.0,30,0,31,12.3,52,Younis Khan,2,8.0,15,0.0,53.0,17.6,77,133
"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",2,KS Williamson (c),4,15.0,21,0,6,4.3,22,LRPL Taylor,11,20.0,35,0.0,15.0,9.1,187,200
"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",3,Babar Azam,29,66.0,99,0,21,17.6,68,Younis Khan,1,8.0,15,0.0,58.0,40.5,251,171
"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",4,KS Williamson (c),61,77.0,85,0,19,8.2,36,HM Nicholls,0,0.0,2,1.0,104.0,30.6,125,108
"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,CA Pujara,119,204.0,275,0,6,1.5,10,V Kohli (c),167,267.0,401,0.0,22.0,4.6,285,455
"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,JE Root,53,98.0,105,0,4,2.3,13,BM Duckett,5,19.0,21,0.0,51.0,20.6,118,255
"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",3,CA Pujara,1,24.0,37,0,16,8.3,37,V Kohli (c),81,109.0,172,0.0,17.0,10.1,45,204
"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4,JE Root,25,107.0,123,0,75,50.2,188,BM Duckett,0,16.0,15,0.0,87.0,59.2,221,158
"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,1,HM Amla,5,11.0,23,0,12,6.5,30,JP Duminy,5,11.0,14,0.0,36.0,12.1,139,259
"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,2,DA Warner,11,25.0,27,0,19,15.3,59,SPD Smith (c),59,113.0,159,0.0,37.0,21.6,465,383
"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,3,HM Amla,45,80.0,110,0,1,0.5,3,JP Duminy,26,70.0,87,0.0,82.0,25.6,373,250
"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,4,UT Khawaja,0,2.0,2,0,64,18.3,78,SPD Smith (c),40,52.0,84,0.0,64.0,18.5,170,127
"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",1,KS Williamson (c),13,42.0,63,0,5,0.6,4,LRPL Taylor,37,31.0,51,0.0,39.0,14.5,168,271
"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",2,Babar Azam,90,196.0,277,1,7,4.1,19,Younis Khan,2,13.0,16,0.0,8.0,4.6,296,216
"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",3,KS Williamson (c),42,88.0,138,0,11,7.3,33,LRPL Taylor,102,134.0,227,1.0,107.0,37.2,241,313
"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",4,Babar Azam,16,25.0,30,0,131,59.6,253,Sarfaraz Ahmed †,19,21.0,38,0.0,159.0,67.4,303,230
"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,JE Root,15,13.0,21,0,32,9.6,45,MM Ali,16,45.0,42,0.0,51.0,14.1,72,283
"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,CA Pujara,51,104.0,153,0,39,14.4,65,V Kohli (c),62,127.0,161,0.0,73.0,25.6,218,417
"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,MM Ali,5,20.0,17,0,27,13.6,50,JM Bairstow †,15,34.0,48,0.0,39.0,19.5,251,236
"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,CA Pujara,25,50.0,63,0,7,1.5,6,V Kohli (c),6,11.0,11,1.0,88.0,17.2,80,104
"8,9,10,11,12 December 2016 ",2016/17,2239,"Wankhede Stadium, Mumbai",1,JE Root,21,41.0,39,0,99,25.3,103,MM Ali,50,104.0,125,0.0,136.0,38.2,272,400
"8,9,10,11,12 December 2016 ",2016/17,2239,"Wankhede Stadium, Mumbai",2,CA Pujara,47,104.0,151,0,39,13.6,57,V Kohli (c),235,340.0,515,0.0,146.0,52.2,344,631
"8,9,10,11,12 December 2016 ",2016/17,2239,"Wankhede Stadium, Mumbai",3,JE Root,77,112.0,127,0,1,0.2,2,MM Ali,0,3.0,7,0.0,43.0,11.5,129,195
"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,UT Khawaja,4,7.0,6,0,70,23.1,96,SPD Smith (c),130,222.0,312,0.0,75.0,24.4,175,429
"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,Babar Azam,19,41.0,61,0,6,4.1,20,Younis Khan,0,1.0,1,0.0,43.0,19.4,135,142
"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,UT Khawaja,74,109.0,154,0,12,2.2,10,SPD Smith (c),63,70.0,106,0.0,24.0,5.4,164,202
"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,Babar Azam,14,36.0,69,0,31,11.3,51,Younis Khan,65,147.0,207,0.0,54.0,26.2,268,450
"16,17,18,19,20 December 2016 ",2016/17,2241,"MA Chidambaram Stadium, Chepauk, Chennai",1,JE Root,88,144.0,187,0,7,5.2,25,MM Ali,146,262.0,365,0.0,21.0,12.4,212,477
"16,17,18,19,20 December 2016 ",2016/17,2241,"MA Chidambaram Stadium, Chepauk, Chennai",2,CA Pujara,16,29.0,39,0,152,41.5,180,V Kohli (c),15,29.0,44,0.0,181.0,50.5,450,759
"16,17,18,19,20 December 2016 ",2016/17,2241,"MA Chidambaram Stadium, Chepauk, Chennai",3,JE Root,6,22.0,47,0,103,39.4,144,MM Ali,44,97.0,113,0.0,110.0,43.4,161,207
"26,27,28,29,30 December 2016 ",2016/17,2242,Melbourne Cricket Ground,1,Babar Azam,23,43.0,65,0,18,11.3,53,Younis Khan,21,59.0,72,0.0,60.0,25.6,577,443
"26,27,28,29,30 December 2016 ",2016/17,2242,Melbourne Cricket Ground,2,UT Khawaja,97,165.0,229,0,46,13.1,59,SPD Smith (c),165,246.0,412,1.0,244.0,48.5,234,624
"26,27,28,29,30 December 2016 ",2016/17,2242,Melbourne Cricket Ground,3,Babar Azam,3,6.0,10,0,3,1.4,8,Younis Khan,24,37.0,66,0.0,6.0,4.1,156,163
"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",1,HM Amla,20,76.0,107,0,104,35.3,147,JP Duminy,63,95.0,141,0.0,105.0,39.2,164,286
"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",2,MDKJ Perera,7,13.0,14,0,10,3.2,15,BKG Mendis,0,9.0,8,0.0,19.0,6.2,109,205
"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",3,HM Amla,48,53.0,82,0,116,32.1,133,JP Duminy,25,36.0,49,0.0,221.0,50.6,245,406
"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",4,MDKJ Perera,6,13.0,10,0,87,32.4,143,BKG Mendis,58,90.0,129,0.0,93.0,34.6,205,281
"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",1,HM Amla,29,68.0,100,0,0,0.4,2,JP Duminy,0,5.0,6,0.0,66.0,22.1,362,392
"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",2,BKG Mendis,11,30.0,37,0,31,15.3,73,DM de Silva,16,22.0,39,0.0,56.0,23.3,116,110
"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",3,HM Amla,0,5.0,5,0,64,19.1,88,JP Duminy,30,52.0,77,0.0,64.0,19.6,141,224
"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",4,BKG Mendis,4,12.0,20,0,11,5.6,26,DM de Silva,22,42.0,74,0.0,25.0,9.3,111,224
"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,1,UT Khawaja,13,40.0,68,0,151,32.3,141,SPD Smith (c),24,40.0,43,0.0,203.0,48.1,413,538
"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,2,Babar Azam,0,4.0,3,0,6,3.1,14,Younis Khan,175,334.0,443,1.0,6.0,3.5,227,315
"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,3,SPD Smith (c),59,43.0,72,0,71,8.4,42,PSP Handscomb,40,25.0,26,1.0,174.0,24.6,142,241
"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,4,Yasir Shah,13,93.0,129,0,51,11.6,49,Babar Azam,9,11.0,14,0.0,55.0,16.6,178,244
"12,13,14,15,16 January 2017 ",2016/17,2246,"Basin Reserve, Wellington",1,Mominul Haque,64,116.0,187,0,16,3.4,16,Mahmudullah,26,64.0,109,0.0,60.0,14.2,203,595
"12,13,14,15,16 January 2017 ",2016/17,2246,"Basin Reserve, Wellington",2,KS Williamson (c),53,55.0,85,0,54,16.1,63,LRPL Taylor,40,51.0,63,0.0,131.0,33.6,463,539
